,band,count,flag
41723,suHzie Jam's Uncleソロ,1.0,
41724,アメノウズメ率いる火花,1.0,
41725,Bug's from social system,1.0,
41726,GUEST 有り,1.0,
41727,Tyme.×Tujiko,1.0,
41728,Voo Doo Underground,1.0,
41729,Aplium,1.0,
41730,DJ AMIGA,1.0,
41731,sympathy,1.0,
41732,「灯し人が音の中 vol.3」,1.0,
41733,匠悟,1.0,
41734,STANDOUT,1.0,
41735,CORE JAM,1.0,
41736,ワイドショーパーソナリティーズ,1.0,
41737,加藤みちあき,1.0,
41738,星野七瀬,1.0,
41739,Fiima,1.0,
41740,Smoked Salmon Railway Machine  &塩澤由希子,1.0,
41741,阪東ミホ,1.0,
41742,おいおい教教祖おい師,1.0,
41743,きょろ,1.0,
41744,ko-rioni,1.0,
41745,小日向夏季,1.0,
41746,SECONDLOW,1.0,
41747,里,1.0,
41748,Eye,1.0,
41749,リトルケンタ＆springS,1.0,
41750,DFH-M3,1.0,
41751,入場者全員にこの日限定の大塚MEETS×LILIMARLEEN×りるねこステッカープレゼント!!,1.0,
41752,FUTURiSTic,1.0,
41753,Fixed Sound Tracker,1.0,
41754,elephant 69,1.0,
41755,The COMMONS,1.0,
41756,カメヤマスーザンクミコ,1.0,
41757,梅津和時  KIKI BAND,1.0,
41758,Mixing Of Diaries,1.0,
41759,百蚊,1.0,
41760,unTech軒,1.0,
41761,※振分は後日発表,1.0,
41762,Distrust,1.0,
41763,〇第二部ＣＨＥＥＲ'Ｓスペシャルステージ,1.0,
41764,13th Tetra-Hedral,1.0,
41765,まいちん♪,1.0,
41766,夕佳,1.0,
41767,pasadena,1.0,
41768,丸尾一平,1.0,
41769,あらかじめご了承下さい。op 18,1.0,
41770,Time cRock,1.0,
41771,minisky,1.0,
41772,92104,1.0,
41773,THE COVERZ,1.0,
41774,*睡蓮suirren*,1.0,
41775,池部楽器店ドラムステーション・リボレ秋葉原,1.0,
41776,ガラガラ蛇,1.0,
41777,＞,1.0,
41778,Chair de Poule vol.7,1.0,
41779,INNER SCIENCE x VJ,1.0,
41780,touma,1.0,
41781,物販を増やしたいと考えていた方はもちろん,1.0,
41782,［ACT］AD BAND THENX,1.0,
41783,顎×馬,1.0,
41784,田中桜,1.0,
41785,うるふ,1.0,
41786,MS'KING,1.0,
41787,THE INSTIGATION,1.0,
41788,LADIES FROM MARS,1.0,
41789,Flat Hanger,1.0,
41790,阿佐ヶ谷姉妹,1.0,
41791,MAKE MENTION OF SIGHT,1.0,
41792,Lycanthia,1.0,
41793,＊ゲネプロ利用の為,1.0,
41794,SUPER SKUNK,1.0,
41795,他　■オープニングDJ,1.0,
41796,75547,1.0,
41797,荒川智則,1.0,
41798,Goat eats poem,1.0,
41799,カリデネージュ,1.0,
41800,23℃,1.0,
41801,渡辺健悟,1.0,
41802,リトルケンタ&springS,1.0,
41803,KOENJI HIGH,1.0,
41804,Cave Be,1.0,
41805,ほんこん,1.0,
41806,KYATATS  JOE,1.0,
41807,ハナリキョウコとザ・スナイパーズ,1.0,
41808,SUBMARINE,1.0,
41809,「すっぽんぽん」の帯を持参の方が,1.0,
41810,ALICE Pack,1.0,
41811,早水 綾香,1.0,
41812,HASHIM B.,1.0,
41813,PaintBox,1.0,
41814,BARIUM PILS,1.0,
41815,タープステージ,1.0,
41816,シモン,1.0,
41817,RS5pb,1.0,
41818,ピーターパンJr.,1.0,
41819,Pictlinks,1.0,
41820,OKURUMONO,1.0,
41821,GinderellaLiberties,1.0,
41822,モナリーズ,1.0,
41823,EYT,1.0,
41824,アメノウズメ,1.0,
41825,シーサーズ,1.0,
41826,クジラモーター,1.0,
41827,BENS,1.0,
41828,Boogie Baby’s,1.0,
41829,小祝,1.0,
41830,ぴよりこ,1.0,
41831,MANIAX,1.0,
41832,橘ありか,1.0,
41833,河崎,1.0,
41834,開場〜開演 岩田一也,1.0,
41835,下記の日程で対応させ...,1.0,
41836,fafrockies,1.0,
41837,Artificial Lover,1.0,
41838,the Bliki,1.0,
41839,カリンカ,1.0,
41840,☆ご来場時に靴下プレゼント靴下は 8,1.0,
41841,やまおまつり,1.0,
41842,I lost,1.0,
41843,安井則之&ガラクタジェネレーション,1.0,
41844,Red Nova,1.0,
41845,DEFILED,1.0,
41846,URBAN BLUES QUINTET,1.0,
41847,NUMA,1.0,
41848,haruka&daisuke,1.0,
41849,chaqqbanbi,1.0,
41850,"KOUSHI UNIT, THE SPINDLE , 吉田遊ノ介",1.0,
41851,汽葉ケイスケ,1.0,
41852,the80`s,1.0,
41853,13th MOON,1.0,
41854,Super VHS,1.0,
41855,Mangosteen,1.0,
41856,Japonica'16,1.0,
41857,TELVIE ゲスト,1.0,
41858,comodo house,1.0,
41859,タブラクワイエサ,1.0,
41860,JIN,1.0,
41861,1月25日未明よりGt.TATUYAが身体の不調を訴え,1.0,
41862,プラネットヒロイン,1.0,
41863,福永みか,1.0,
41864,二瓶 寛史の弾き語りに変更となりました。予めご了承ください。,1.0,
41865,蓮沼執太 × Open Reel Ensemble  DJ,1.0,
41866,PlomeNade,1.0,
41867,BLACK MINDS GROW,1.0,
41868,DJ初心者の皆々様,1.0,
41869,ゲストモデル,1.0,
41870,げんめい,1.0,
41871,1バンドめ 10,1.0,
41872,Arch Roses,1.0,
41873,1004995212,1.0,
41874,コジマ ヒロミチ,1.0,
41875,Sinister Purpose,1.0,
41876,プノンペンモデル],1.0,
41877,上映）『地下音楽現場物語』,1.0,
41878,O.A 有り,1.0,
41879,NUSQIS SEXTET,1.0,
41880,2発売『Polaris,1.0,
41881,LiPS,1.0,
41882,73398,1.0,
41883,FORREST GUMP,1.0,
41884,BLUE VALENTINE,1.0,
41885,スロウパレード,1.0,
41886,45より販売致します。,1.0,
41887,賑わう町工場,1.0,
41888,小鳥美術館,1.0,
41889,道井 悠,1.0,
41890,404 NOT FOUND,1.0,
41891,山池純矢 with THE PIXIE BAND,1.0,
41892,野村ゆきこ,1.0,
41893,112-045Lコード,1.0,
41894,WideShowPersonalities,1.0,
41895,Shota Mikajiri,1.0,
41896,"Wake Up, Girls!",1.0,
41897,Be-color,1.0,
41898,the chef cooks me band,1.0,
41899,Plat HomeNine,1.0,
41900,BLIND KISS,1.0,
41901,JIMMY MASHI...,1.0,
41902,THE POGOES,1.0,
41903,やぎはし&くうのすけ,1.0,
41904,俺の光,1.0,
41905,MARIE GOLD,1.0,
41906,77570,1.0,
41907,myko,1.0,
41908,スローテキーラ,1.0,
41909,いかさん,1.0,
41910,THE EROTICS,1.0,
41911,Doyahs feat. Onarunow,1.0,
41912,NOBEMER'S,1.0,
41913,8周年スペシャルゲスト,1.0,
41914,captain,1.0,
41915,VINTAGE ROCK にて先行販売,1.0,
41916,OLEDICKFOGGY SCUM BANDITZOINK RED NECKS,1.0,
41917,THE 天国カー,1.0,
41918,Blow Out Youth,1.0,
41919,Cmry,1.0,
41920,The Atom 4,1.0,
41921,MARSHALL,1.0,
41922,こと,1.0,
41923,キメラズ,1.0,
41924,ファシリテーター,1.0,
41925,× sawako,1.0,
41926,The Brush,1.0,
41927,てあしくちびる×浦崎力,1.0,
41928,Capri,1.0,
41929,FoRtE,1.0,
41930,EMPTYKRAFT,1.0,
41931,TAIYO IKEDA,1.0,
41932,コンテンポラリーダンス集団シデンシキ,1.0,
41933,MOON OWL,1.0,
41934,KIDS EYES ましば伊織,1.0,
41935,Ending story of Da-ni da,1.0,
41936,BOYS AND MEN 研究生,1.0,
41937,iil,1.0,
41938,calture fest,1.0,
41939,THE ノーマンズ,1.0,
41940,原島”ど真ん中“ 宙芳,1.0,
41941,アイ・スクリーム,1.0,
41942,めるてぃーがーるず,1.0,
41943,南智之,1.0,
41944,ベビーカステラ,1.0,
41945,YUvicious,1.0,
41946,The Youngman Psycho Blues,1.0,
41947,"橋本眞由己 key,vo",1.0,
41948,Jina,1.0,
41949,WISE,1.0,
41950,Orgasm Anal,1.0,
41951,NO.A,1.0,
41952,NICO SEA,1.0,
41953,REGAL STATES,1.0,
41954,カジヒデキ＋ワタナベイビー,1.0,
41955,GK,1.0,
41956,Gory Lifers,1.0,
41957,りんどう,1.0,
41958,& Opening Act,1.0,
41959,2 man Show,1.0,
41960,ポリプロピレン,1.0,
41961,EGA COTAIL,1.0,
41962,エジプシャン,1.0,
41963,Lang Lee,1.0,
41964,こーいち＆しょーい,1.0,
41965,バルス巫女酢　改,1.0,
41966,ＴHE 激珍ららズ,1.0,
41967,開場・開演時間が変更になりました。ご了承くださいませ。,1.0,
41968,キャプテンキャップＪ,1.0,
41969,マッケン・ヤンキース,1.0,
41970,北川瑛絵,1.0,
41971,adv.\400-,1.0,
41972,ナカムラミキヒト,1.0,
41973,隅田絢香,1.0,
41974,●オープン時間が変更になりました。ご注意ください。,1.0,
41975,Ricth,1.0,
41976,三岳慎太郎,1.0,
41977,ENAMNOVA,1.0,
41978,kyatats joe,1.0,
41979,wake-sorrow,1.0,
41980,下北沢GARAGE,1.0,
41981,Several Calamities,1.0,
41982,第二回天下一舞踏会,1.0,
41983,Over Blue,1.0,
41984,GOKIGEN SOUND,1.0,
41985,狂犬,1.0,
41986,soul tune factory   NEO-ECO,1.0,
41987,・BROWNTROUT,1.0,
41988,・THROPUS,1.0,
41989,3でいいから膝枕され隊,1.0,
41990,MALA IN CUBA LIVE!,1.0,
41991,１部,1.0,
41992,marron and fracture,1.0,
41993,watch?v=XtheENugQ1g,1.0,
41994,吉見四季,1.0,
41995,BIG_O,1.0,
41996,※MoNoLith メンバーによるセッションバンドあリ！！,1.0,
41997,ビビアンルーシー,1.0,
41998,西村組,1.0,
41999,デスフィナ,1.0,
42000,Pelican Attack,1.0,
42001,SHIPS,1.0,
42002,344-548Lコード,1.0,
42003,SHNY,1.0,
42004,宮本セントラルステーション,1.0,
42005,るぴなす,1.0,
42006,HANEKEN,1.0,
42007,30　CLOSE 21,1.0,
42008,tesla.raindrop.jp,1.0,
42009,TWEEZERS,1.0,
42010,ナイトな夜,1.0,
42011,blight color section3,1.0,
42012,melco,1.0,
42013,松村雄記,1.0,
42014,King of bandits,1.0,
42015,柿原徹也,1.0,
42016,HOLE lotta LOVE,1.0,
42017,The Patrasche,1.0,
42018,1F出展,1.0,
42019,mosh baby,1.0,
42020,宮林愛美BAND,1.0,
42021,Ronnie Skip the December,1.0,
42022,10COLOR’S,1.0,
42023,Kajion♪connection,1.0,
42024,恐れ入りますが,1.0,
42025,OFF-END,1.0,
42026,サツキ,1.0,
42027,YUKIMTBR + Kozi,1.0,
42028,BALZACスペシャルゲスト,1.0,
42029,紅月,1.0,
42030,サカキバラケン,1.0,
42031,where is my mind？,1.0,
42032,S-RANK,1.0,
42033,披岸克哉,1.0,
42034,NO PLAN.,1.0,
42035,ass licking,1.0,
42036,Spiral Staircase,1.0,
42037,Strum Stoic,1.0,
42038,GONDA BAND,1.0,
42039,ViVi Models,1.0,
42040,yellowperil,1.0,
42041,お父さん,1.0,
42042,THE HUMAN,1.0,
42043,BLUE㈽,1.0,
42044,EUMENIDES,1.0,
42045,タワーレコード新宿店にて,1.0,
42046,i am you are,1.0,
42047,クレバス,1.0,
42048,ヒューマンビートボックス × ブルースの独特なスタイルで全世界から注目をあつめるイギリス人２組,1.0,
42049,※入場順はプレイガイド購入者→各取り置き先着順,1.0,
42050,frame works,1.0,
42051,鳥居みゆき,1.0,
42052,malX& LiNa,1.0,
42053,旅は『∞』無限大,1.0,
42054,みどりバンド,1.0,
42055,おまんじゅう倶楽部,1.0,
42056,Velocity,1.0,
42057,緒方真子,1.0,
42058,The bands,1.0,
42059,北沢綾香,1.0,
42060,IKILLU＋コケグチセイジ,1.0,
42061,TAKAYUKI and HIS FRIENDS,1.0,
42062,アカネノート,1.0,
42063,go go topless,1.0,
42064,SMAL,1.0,
42065,佐伯ユウスケ 《New!!》,1.0,
42066,synesthesia,1.0,
42067,山田杏奈 feat. 益子樹,1.0,
42068,Exreversion,1.0,
42069,チュラドック,1.0,
42070,MC8bit from ファミリーコンティニュー,1.0,
42071,前代未聞,1.0,
42072,今年の春から新宿ロフトと共催にて開催している公演「ビールナイトNEXT」。,1.0,
42073,■CAST,1.0,
42074,mama D,1.0,
42075,スペシャルゲスト有り,1.0,
42076,Heavyweighters,1.0,
42077,74377,1.0,
42078,134-912,1.0,
42079,Philip Best,1.0,
42080,岡平健治,1.0,
42081,すやま＆もぐ山,1.0,
42082,ぽんじり,1.0,
42083,smile factory,1.0,
42084,THE GREEN STREET,1.0,
42085,e9c8d65d4...,1.0,
42086,REONALDO pre.,1.0,
42087,DC BRAND’S,1.0,
42088,ニャー家,1.0,
42089,Gypsy Vagabonz,1.0,
42090,77040,1.0,
42091,土日しかライブ活動が出来ない！,1.0,
42092,SOCCERBOY,1.0,
42093,中村亭,1.0,
42094,フジタタダヒロ,1.0,
42095,Pigeon,1.0,
42096,もなかもんち,1.0,
42097,ギャングdeバタフライ,1.0,
42098,The Young Pennsylvanians,1.0,
42099,Neem5,1.0,
42100,多数のシーンを横断的に活動してきたcore of bellsがHEADZをエンジニアに迎え,1.0,
42101,KOKUU,1.0,
42102,引き続き,1.0,
42103,上田竜真,1.0,
42104,milie,1.0,
42105,cinema staff × ATATA,1.0,
42106,clude play,1.0,
42107,Hiar,1.0,
42108,gateways,1.0,
42109,ブイヤベー...,1.0,
42110,天然!イルカ楽団,1.0,
42111,銃象,1.0,
42112,是非!!,1.0,
42113,S.M.N,1.0,
42114,P-Baloon,1.0,
42115,トミヤマカズキ,1.0,
42116,Lightning Voltex,1.0,
42117,cancer,1.0,
42118,Reject Minority.,1.0,
42119,unmisty,1.0,
42120,HER NAME IN BLOOD Northlane,1.0,
42121,NASTY PUBLIC EXCUSE,1.0,
42122,荒野もゆ,1.0,
42123,柴田直己,1.0,
42124,・ちょっとしたゲーム,1.0,
42125,Segasa,1.0,
42126,むすか,1.0,
42127,HIDE+NANI,1.0,
42128,くるり『NOW AND THEN vol.2』,1.0,
42129,日向雄一郎,1.0,
42130,+SPECIAL FOOD,1.0,
42131,abnormal sniper,1.0,
42132,The PHOW,1.0,
42133,4words,1.0,
42134,・突撃三角木馬隊,1.0,
42135,ＣＨＥＥＲ'Ｓ,1.0,
42136,OVER ALL 7,1.0,
42137,1階Lagunaにて,1.0,
42138,SuzKen×渚真以子,1.0,
42139,コトフル,1.0,
42140,AKoYa,1.0,
42141,Jack cloud 9,1.0,
42142,百瀬 智起,1.0,
42143,レジ,1.0,
42144,WB,1.0,
42145,The Blue'Z,1.0,
42146,PETALS,1.0,
42147,柳原陽一郎,1.0,
42148,MAJIKfrom ジャカルタ,1.0,
42149,72842,1.0,
42150,THE DISCOVERS,1.0,
42151,Incident apple,1.0,
42152,ONENESS SESSION,1.0,
42153,ハートセッション,1.0,
42154,BARLOG,1.0,
42155,※サブステージにて清水舞美　常時ライブペインティング,1.0,
42156,add works,1.0,
42157,DanceMonster,1.0,
42158,BOOWY JAPAN,1.0,
42159,大塚LOVE,1.0,
42160,杏石,1.0,
42161,本田恭章,1.0,
42162,Mogeha385THE COKEHEADS,1.0,
42163,00販売します！,1.0,
42164,募集致します。,1.0,
42165,雷の獅子虎猫,1.0,
42166,KEN LLOYD,1.0,
42167,川崎竜平,1.0,
42168,Fated Lyeno mimittoALTERNATIVE MEDICINESTOROBOY,1.0,
42169,秋山えりか,1.0,
42170,Parc Fermes 限定ライブ盤CD,1.0,
42171,君は鋭く。,1.0,
42172,辻コースケ×森俊之×内田直之,1.0,
42173,Lisally Co.←New!,1.0,
42174,Sunao,1.0,
42175,AxVxA,1.0,
42176,オノデラユウリ,1.0,
42177,The Turtles,1.0,
42178,and 1 band,1.0,
42179,しゅんすけSwingin',1.0,
42180,aie ※50音順表記,1.0,
42181,※未就学児童の入場不可　録音・撮影・泥酔・ダイブ等の危険行為は禁止　携帯電話をお持ちの方は電源を必ずお切り下さい→以上の事を守れない方はご退場頂きます。,1.0,
42182,SCREWBALL,1.0,
42183,アップル斎藤とゆかいなヘラクレス達,1.0,
42184,・ヤノキョーコ監督,1.0,
42185,限界,1.0,
42186,Gissan,1.0,
42187,楽園交差点,1.0,
42188,soothe,1.0,
42189,JADE,1.0,
42190,TheBlackSheepOfTheFamily,1.0,
42191,畠山健嗣,1.0,
42192,コロコロボンボンズ,1.0,
42193,Scott & Rivers,1.0,
42194,ABSTRACTS,1.0,
42195,アベマコト,1.0,
42196,らぶのっと,1.0,
42197,K&K;&K;&K;,1.0,
42198,北沢タウンホール,1.0,
42199,LiFT,1.0,
42200,●ローソン払い戻し方法 http,1.0,
42201,販売枚数が規定の枚数に達しましたので,1.0,
42202,中川君,1.0,
42203,2枚の扉と3番目の選択肢,1.0,
42204,成田昭彦,1.0,
42205,菊地成孔 × 名越康文,1.0,
42206,DJムラオカ,1.0,
42207,ザ・タエンズ,1.0,
42208,［ACT］前田徹,1.0,
42209,either,1.0,
42210,Special Guest Live,1.0,
42211,B.T.RIOT,1.0,
42212,reeva課長もお休みです。,1.0,
42213,リボーンエスカレーター,1.0,
42214,SPIRAL SPIDERS　ワンマン,1.0,
42215,緑のA＋Ataraw,1.0,
42216,ほのる,1.0,
42217,start 16,1.0,
42218,ゆ〜すほすてる,1.0,
42219,六本木ヒロシ,1.0,
42220,シャム猫不発弾FT,1.0,
42221,naminote,1.0,
42222,土井玄臣,1.0,
42223,POPI,1.0,
42224,☆みずきちゃん☆,1.0,
42225,椿superior,1.0,
42226,河村組,1.0,
42227,平薮飛鳥,1.0,
42228,Lubber in faith,1.0,
42229,原コウヘイ,1.0,
42230,セットラウンドリー,1.0,
42231,IGNORE,1.0,
42232,ミロク,1.0,
42233,the lopeman,1.0,
42234,王様,1.0,
42235,まさ,1.0,
42236,シュガーバイン,1.0,
42237,石川よしひろ G.Vo.,1.0,
42238,種村有菜,1.0,
42239,いつもここから,1.0,
42240,森田潤,1.0,
42241,the knieesies,1.0,
42242,DJ STITCH,1.0,
42243,DustyLocal,1.0,
42244,TICKET\1500-,1.0,
42245,パンデミックチラリズム,1.0,
42246,pinkelephant,1.0,
42247,熊谷 祥次郎,1.0,
42248,Illicit Major,1.0,
42249,瑛太の嫁,1.0,
42250,福島⇔東京 屋内フェス風と音Tokyo Vol.1　■ライブ,1.0,
42251,72793,1.0,
42252,すずきゆきこ,1.0,
42253,Home made jam,1.0,
42254,ipsiro,1.0,
42255,Kent kakitsubata,1.0,
42256,てっちゃんチーム,1.0,
42257,134-508Lコード,1.0,
42258,70723,1.0,
42259,松本鈴香,1.0,
42260,この「ナツイチ」の楽しい夜にLet’s Join!!!,1.0,
42261,シャー,1.0,
42262,dont wanna cry,1.0,
42263,start 時間に 変更がございました。ご確認くださいませ。,1.0,
42264,the tegederaz,1.0,
42265,サエキけんぞう＆BtMM＋ジョリッツ,1.0,
42266,AWABIES,1.0,
42267,踊り手ゲスト,1.0,
42268,深沢桂子,1.0,
42269,"”が現時点で100,000再生を記録し映像作家を中心に世界的に大きな話題となる。",1.0,
42270,Liberate Ring,1.0,
42271,KOMEKOME倶楽部,1.0,
42272,ドッグ・アンド・ポニー・ショー,1.0,
42273,KANABOON,1.0,
42274,Valcadias,1.0,
42275,areonauts,1.0,
42276,中野テルヲ 【ゲスト,1.0,
42277,今回も参加費２５００円でご飯付き飲み放題が楽しめちゃいます！！,1.0,
42278,MURDER MURDER,1.0,
42279,三毛猫ドクロック,1.0,
42280,102-522Lコード,1.0,
42281,The HANGING GARDEN,1.0,
42282,MAY BEE REACH,1.0,
42283,入場無料！！,1.0,
42284,START20,1.0,
42285,Syncha,1.0,
42286,Mary’s Blood,1.0,
42287,鳴瀬 喜博,1.0,
42288,今宵青山の月の下集まったオリジナリティ溢れる近未来彗星達を目撃せよ!! J. C. Schütz,1.0,
42289,ChuriSta {佐野安佳里 奥田健治,1.0,
42290,THE C&C;,1.0,
42291,ゲストを迎えてのトークショー　ほか,1.0,
42292,ザ・デートイズ,1.0,
42293,宇宙企画,1.0,
42294,NOTHING TO DECLARE,1.0,
42295,the chunleez,1.0,
42296,雨が降っているとな...,1.0,
42297,acuy&Aitune,1.0,
42298,S.L,1.0,
42299,黒い痛み�V,1.0,
42300,シュガー,1.0,
42301,『ずっと,1.0,
42302,Decemder,1.0,
42303,50 TENGUSTAR,1.0,
42304,Toshio Bing Kajiwara,1.0,
42305,月島華凛,1.0,
42306,Girl President,1.0,
42307,つれづれ草,1.0,
42308,MACKACHIN,1.0,
42309,THE CRAZE,1.0,
42310,BARROWS,1.0,
42311,菰口雄矢,1.0,
42312,LEDY JOEゲストバンド,1.0,
42313,マツオカナオヤ,1.0,
42314,Maho feat.Yayoi,1.0,
42315,村上通,1.0,
42316,平井武士,1.0,
42317,Super Vitch,1.0,
42318,■早稲田大学ナレオ,1.0,
42319,サイトウジュン,1.0,
42320,SCREW WALKER〔静岡〕,1.0,
42321,クレパト,1.0,
42322,Quintetto Grande,1.0,
42323,佐藤美有,1.0,
42324,A LOSS FOR WORDS  *Acoustic,1.0,
42325,Baryta,1.0,
42326,エル・ハル・クロイ,1.0,
42327,ジャズ,1.0,
42328,橋本 歩　cello,1.0,
42329,しんいち,1.0,
42330,いざ開幕！！,1.0,
42331,SOUL MEN,1.0,
42332,VAN HEYSAN featuring MAD大内,1.0,
42333,LIFE IS HARD,1.0,
42334,www.hipjpn.co.jp,1.0,
42335,東京エロティカルパレード,1.0,
42336,warsawpact,1.0,
42337,※今回,1.0,
42338,FUTUERS,1.0,
42339,ｍｉｋｉ,1.0,
42340,Sunplot,1.0,
42341,宮下大地,1.0,
42342,マユタン,1.0,
42343,古宮夏希&そのさきののむこう,1.0,
42344,the stephanie black ford,1.0,
42345,ねごとゲストバンド,1.0,
42346,向井秀徳アコースティック＆エレクトリック × チプルソ,1.0,
42347,劇団ブラウニー,1.0,
42348,ザ・フランダース ・枚数・ご連絡先・お目当てのバンド名一つ をご記入の上,1.0,
42349,小川 ハル,1.0,
42350,吉田 達也 × ドラびでお,1.0,
42351,Paul Tripcony,1.0,
42352,この日,1.0,
42353,water down parade,1.0,
42354,ベロニカ,1.0,
42355,松田ひかる,1.0,
42356,イサク,1.0,
42357,シミー&コータ,1.0,
42358,10月18日,1.0,
42359,Masa Rider,1.0,
42360,RED CLAW SCORPIONS FUCK YOU HEROES BLACK BUCKTHE PRISONERズクナシ,1.0,
42361,SOUNDDRUG-CALLiNG session,1.0,
42362,DJラリー,1.0,
42363,ハマカレー,1.0,
42364,CHANGE!!,1.0,
42365,ご迷惑をお掛けしまして申し訳ございません。,1.0,
42366,FLATにてコピーバンド大会を開催致します！,1.0,
42367,HIROSHI KAWANABE,1.0,
42368,"Tits, Tats & Whiskers",1.0,
42369,吉弘知鶴子,1.0,
42370,LIFE LINE,1.0,
42371,KONOHA,1.0,
42372,s.ameblo.jp,1.0,
42373,pluripotent,1.0,
42374,MOTOR 9,1.0,
42375,N’est ce pas?,1.0,
42376,お客様にはご迷惑をおかけしますことをお詫び申し上げます。,1.0,
42377,明治学院大学DYLM,1.0,
42378,AIR CRAFT,1.0,
42379,！！！ and much more,1.0,
42380,Opening　Guest,1.0,
42381,THUNDERROADS,1.0,
42382,The bearmode,1.0,
42383,山本精一&千住宗臣duo,1.0,
42384,星名美津紀,1.0,
42385,こじろうとむさし,1.0,
42386,小川直人,1.0,
42387,大野義夫,1.0,
42388,MCがやかましい,1.0,
42389,LET LOOSE,1.0,
42390,こずみのじゅん,1.0,
42391,Narguile,1.0,
42392,"Dirgahayu,Gauche.,マキアダチ",1.0,
42393,Forest Blue,1.0,
42394,山口桂司,1.0,
42395,SUJI,1.0,
42396,HIGH STYLE,1.0,
42397,[Super Support Team,1.0,
42398,ZggZag!!!,1.0,
42399,Undersign,1.0,
42400,この度は予想以上の発券状況となり,1.0,
42401,GrilledDumpling,1.0,
42402,REACH 2 JACKPOT,1.0,
42403,河原 秀夫,1.0,
42404,問)直球,1.0,
42405,空中分解DJ,1.0,
42406,Vo.Gu MATSUDA,1.0,
42407,Miss WHO,1.0,
42408,O.A モノクロ街道,1.0,
42409,Yoshino Yoshikawa,1.0,
42410,Seb Roberts & The Bad Teeth,1.0,
42411,Lifeless Ordinary,1.0,
42412,food きしぱん唐揚げ,1.0,
42413,ラスティファイヤー,1.0,
42414,つんこ,1.0,
42415,金ちゃん＆甲ちゃん,1.0,
42416,74669→SOLD OUT,1.0,
42417,わかめラーメン屋,1.0,
42418,watai shota,1.0,
42419,JAPANSPECIAL,1.0,
42420,BarBOB,1.0,
42421,SIMILAB,1.0,
42422,ヨートンバ,1.0,
42423,colobs,1.0,
42424,Real Rock Design,1.0,
42425,CANON,1.0,
42426,WAVE,1.0,
42427,MULCO,1.0,
42428,石井則仁,1.0,
42429,ベース,1.0,
42430,The After Band,1.0,
42431,TOSI,1.0,
